,Overall rank,Country or region,Score,2018,Area,Item,Year,Unit,Value
1565,36,Spain,6.31,14289.8,Spain,Political stability and absence of violence/terrorism (index),2018,index,0.3
1566,36,Spain,6.31,14289.8,Spain,Political stability and absence of violence/terrorism (index),2019,index,0.32
1567,36,Spain,6.31,14289.8,Spain,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,50.8
1568,36,Spain,6.31,14289.8,Spain,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,51.8
1569,36,Spain,6.31,14289.8,Spain,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,10
1570,36,Spain,6.31,14289.8,Spain,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,24
1571,36,Spain,6.31,14289.8,Spain,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,27
1572,36,Spain,6.31,14289.8,Spain,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,27
1573,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed drinking water services (Percent),2016,%,99
1574,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed drinking water services (Percent),2017,%,99
1575,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed drinking water services (Percent),2018,%,99
1576,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed drinking water services (Percent),2019,%,99
1577,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed drinking water services (Percent),2020,%,99
1578,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic drinking water services (percent),2016,%,99
1579,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic drinking water services (percent),2017,%,99
1580,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic drinking water services (percent),2018,%,99
1581,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic drinking water services (percent),2019,%,99
1582,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic drinking water services (percent),2020,%,99
1583,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed sanitation services (Percent),2016,%,95.7
1584,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed sanitation services (Percent),2017,%,95.7
1585,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed sanitation services (Percent),2018,%,95.7
1586,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed sanitation services (Percent),2019,%,95.7
1587,36,Spain,6.31,14289.8,Spain,Percentage of population using safely managed sanitation services (Percent),2020,%,95.7
1588,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic sanitation services (percent),2016,%,99
1589,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic sanitation services (percent),2017,%,99
1590,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic sanitation services (percent),2018,%,99
1591,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic sanitation services (percent),2019,%,99
1592,36,Spain,6.31,14289.8,Spain,Percentage of population using at least basic sanitation services (percent),2020,%,99
1593,36,Spain,6.31,14289.8,Spain,Prevalence of obesity in the adult population (18 years and older),2016,%,23.8
1594,36,Spain,6.31,14289.8,Spain,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,12.6
1595,36,Spain,6.31,14289.8,Spain,Prevalence of anemia among women of reproductive age (15-49 years),2017,%,12.8
1596,36,Spain,6.31,14289.8,Spain,Prevalence of anemia among women of reproductive age (15-49 years),2018,%,13.1
1597,36,Spain,6.31,14289.8,Spain,Prevalence of anemia among women of reproductive age (15-49 years),2019,%,13.4
1598,36,Spain,6.31,14289.8,Spain,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1923
1599,36,Spain,6.31,14289.8,Spain,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1923
1600,36,Spain,6.31,14289.8,Spain,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1923
1601,36,Spain,6.31,14289.8,Spain,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1923
1602,36,Spain,6.31,14289.8,Spain,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1923
1603,36,Spain,6.31,14289.8,Spain,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2500
1604,36,Spain,6.31,14289.8,Spain,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2501
1605,36,Spain,6.31,14289.8,Spain,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2501
1606,36,Spain,6.31,14289.8,Spain,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2501
1607,36,Spain,6.31,14289.8,Spain,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2502
1608,36,Spain,6.31,14289.8,Spain,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.21
1609,36,Spain,6.31,14289.8,Spain,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.21
1610,36,Spain,6.31,14289.8,Spain,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.21
1611,36,Spain,6.31,14289.8,Spain,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.21
1612,36,Spain,6.31,14289.8,Spain,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.21
1613,36,Spain,6.31,14289.8,Spain,Incidence of caloric losses at retail distribution level (percent),2016,%,2.1
1614,36,Spain,6.31,14289.8,Spain,Incidence of caloric losses at retail distribution level (percent),2017,%,2.1
1615,36,Spain,6.31,14289.8,Spain,Incidence of caloric losses at retail distribution level (percent),2018,%,2.1
1616,36,Spain,6.31,14289.8,Spain,Incidence of caloric losses at retail distribution level (percent),2019,%,2.1
1617,36,Spain,6.31,14289.8,Spain,Incidence of caloric losses at retail distribution level (percent),2020,%,2.1
1618,36,Spain,6.31,14289.8,Spain,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,149.3
1619,36,Spain,6.31,14289.8,Spain,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,151
1620,37,Colombia,6.26,7768.5,Colombia,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,124
1621,37,Colombia,6.26,7768.5,Colombia,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,123
1622,37,Colombia,6.26,7768.5,Colombia,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,121
1623,37,Colombia,6.26,7768.5,Colombia,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,122
1624,37,Colombia,6.26,7768.5,Colombia,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,189
1625,37,Colombia,6.26,7768.5,Colombia,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,92
1626,37,Colombia,6.26,7768.5,Colombia,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,2914
1627,37,Colombia,6.26,7768.5,Colombia,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,2889
1628,37,Colombia,6.26,7768.5,Colombia,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,2854
1629,37,Colombia,6.26,7768.5,Colombia,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,2872
1630,37,Colombia,6.26,7768.5,Colombia,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,34
1631,37,Colombia,6.26,7768.5,Colombia,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,34
1632,37,Colombia,6.26,7768.5,Colombia,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,70.7
1633,37,Colombia,6.26,7768.5,Colombia,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,71.3
1634,37,Colombia,6.26,7768.5,Colombia,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,36.3
1635,37,Colombia,6.26,7768.5,Colombia,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,36.7
1636,37,Colombia,6.26,7768.5,Colombia,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,14194.5
1637,37,Colombia,6.26,7768.5,Colombia,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,14171.3
1638,37,Colombia,6.26,7768.5,Colombia,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,14314.9
1639,37,Colombia,6.26,7768.5,Colombia,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,14585.3
1640,37,Colombia,6.26,7768.5,Colombia,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,13441.5
1641,37,Colombia,6.26,7768.5,Colombia,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,6.8
1642,37,Colombia,6.26,7768.5,Colombia,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,7.1
1643,37,Colombia,6.26,7768.5,Colombia,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,7.9
1644,37,Colombia,6.26,7768.5,Colombia,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,8.8
1645,37,Colombia,6.26,7768.5,Colombia,Number of people undernourished (million) (3-year average),2015-2017,millions,3.3
1646,37,Colombia,6.26,7768.5,Colombia,Number of people undernourished (million) (3-year average),2016-2018,millions,3.5
1647,37,Colombia,6.26,7768.5,Colombia,Number of people undernourished (million) (3-year average),2017-2019,millions,3.9
1648,37,Colombia,6.26,7768.5,Colombia,Number of people undernourished (million) (3-year average),2018-2020,millions,4.4
1649,37,Colombia,6.26,7768.5,Colombia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,
1650,37,Colombia,6.26,7768.5,Colombia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,
1651,37,Colombia,6.26,7768.5,Colombia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,
1652,37,Colombia,6.26,7768.5,Colombia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,
1653,37,Colombia,6.26,7768.5,Colombia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,
1654,37,Colombia,6.26,7768.5,Colombia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,
1655,37,Colombia,6.26,7768.5,Colombia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,
1656,37,Colombia,6.26,7768.5,Colombia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,
1657,37,Colombia,6.26,7768.5,Colombia,Number of severely food insecure people (million) (3-year average),2015-2017,millions,
1658,37,Colombia,6.26,7768.5,Colombia,Number of severely food insecure people (million) (3-year average),2016-2018,millions,
1659,37,Colombia,6.26,7768.5,Colombia,Number of severely food insecure people (million) (3-year average),2017-2019,millions,
1660,37,Colombia,6.26,7768.5,Colombia,Number of severely food insecure people (million) (3-year average),2018-2020,millions,
1661,37,Colombia,6.26,7768.5,Colombia,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,
1662,37,Colombia,6.26,7768.5,Colombia,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,
1663,37,Colombia,6.26,7768.5,Colombia,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,
1664,37,Colombia,6.26,7768.5,Colombia,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,
1665,37,Colombia,6.26,7768.5,Colombia,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,61.6
1666,37,Colombia,6.26,7768.5,Colombia,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,61.8
1667,37,Colombia,6.26,7768.5,Colombia,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,34.4
1668,37,Colombia,6.26,7768.5,Colombia,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,23.7
1669,37,Colombia,6.26,7768.5,Colombia,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,13
1670,37,Colombia,6.26,7768.5,Colombia,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,13
1671,37,Colombia,6.26,7768.5,Colombia,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,12
1672,37,Colombia,6.26,7768.5,Colombia,Political stability and absence of violence/terrorism (index),2016,index,-0.88
1673,37,Colombia,6.26,7768.5,Colombia,Political stability and absence of violence/terrorism (index),2017,index,-0.77
1674,37,Colombia,6.26,7768.5,Colombia,Political stability and absence of violence/terrorism (index),2018,index,-0.79
1675,37,Colombia,6.26,7768.5,Colombia,Political stability and absence of violence/terrorism (index),2019,index,-0.9
1676,37,Colombia,6.26,7768.5,Colombia,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,6.8
1677,37,Colombia,6.26,7768.5,Colombia,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,6.3
1678,37,Colombia,6.26,7768.5,Colombia,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,96
1679,37,Colombia,6.26,7768.5,Colombia,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,36
1680,37,Colombia,6.26,7768.5,Colombia,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,74
1681,37,Colombia,6.26,7768.5,Colombia,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,75
1682,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed drinking water services (Percent),2016,%,72.6
1683,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed drinking water services (Percent),2017,%,72.7
1684,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed drinking water services (Percent),2018,%,72.9
1685,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed drinking water services (Percent),2019,%,73
1686,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed drinking water services (Percent),2020,%,73
1687,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic drinking water services (percent),2016,%,96.6
1688,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic drinking water services (percent),2017,%,96.9
1689,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic drinking water services (percent),2018,%,97.1
1690,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic drinking water services (percent),2019,%,97.3
1691,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic drinking water services (percent),2020,%,97.5
1692,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed sanitation services (Percent),2016,%,17.7
1693,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed sanitation services (Percent),2017,%,17.9
1694,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed sanitation services (Percent),2018,%,18
1695,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed sanitation services (Percent),2019,%,18.2
1696,37,Colombia,6.26,7768.5,Colombia,Percentage of population using safely managed sanitation services (Percent),2020,%,18.3
1697,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic sanitation services (percent),2016,%,90
1698,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic sanitation services (percent),2017,%,90.9
1699,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic sanitation services (percent),2018,%,91.8
1700,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic sanitation services (percent),2019,%,92.8
1701,37,Colombia,6.26,7768.5,Colombia,Percentage of population using at least basic sanitation services (percent),2020,%,93.7
1702,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years affected by wasting (percent),2016,%,1.6
1703,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,%,12.2
1704,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,%,12
1705,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,%,11.8
1706,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,%,11.6
1707,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,%,11.5
1708,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2016,%,5.5
1709,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2017,%,5.6
1710,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2018,%,5.6
1711,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2019,%,5.7
1712,37,Colombia,6.26,7768.5,Colombia,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),2020,%,5.8
1713,37,Colombia,6.26,7768.5,Colombia,Prevalence of obesity in the adult population (18 years and older),2016,%,22.3
1714,37,Colombia,6.26,7768.5,Colombia,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,21
1715,37,Colombia,6.26,7768.5,Colombia,Prevalence of anemia among women of reproductive age (15-49 years),2017,%,20.9
1716,37,Colombia,6.26,7768.5,Colombia,Prevalence of anemia among women of reproductive age (15-49 years),2018,%,21
1717,37,Colombia,6.26,7768.5,Colombia,Prevalence of anemia among women of reproductive age (15-49 years),2019,%,21.2
1718,37,Colombia,6.26,7768.5,Colombia,Minimum dietary energy requirement  (kcal/cap/day),2016,kcal/capita/day,1817
1719,37,Colombia,6.26,7768.5,Colombia,Minimum dietary energy requirement  (kcal/cap/day),2017,kcal/capita/day,1819
1720,37,Colombia,6.26,7768.5,Colombia,Minimum dietary energy requirement  (kcal/cap/day),2018,kcal/capita/day,1821
1721,37,Colombia,6.26,7768.5,Colombia,Minimum dietary energy requirement  (kcal/cap/day),2019,kcal/capita/day,1822
1722,37,Colombia,6.26,7768.5,Colombia,Minimum dietary energy requirement  (kcal/cap/day),2020,kcal/capita/day,1824
1723,37,Colombia,6.26,7768.5,Colombia,Average dietary energy requirement (kcal/cap/day),2016,kcal/capita/day,2347
1724,37,Colombia,6.26,7768.5,Colombia,Average dietary energy requirement (kcal/cap/day),2017,kcal/capita/day,2350
1725,37,Colombia,6.26,7768.5,Colombia,Average dietary energy requirement (kcal/cap/day),2018,kcal/capita/day,2353
1726,37,Colombia,6.26,7768.5,Colombia,Average dietary energy requirement (kcal/cap/day),2019,kcal/capita/day,2356
1727,37,Colombia,6.26,7768.5,Colombia,Average dietary energy requirement (kcal/cap/day),2020,kcal/capita/day,2358
1728,37,Colombia,6.26,7768.5,Colombia,Coefficient of variation of habitual caloric consumption distribution (real number),2016,Number,0.27
1729,37,Colombia,6.26,7768.5,Colombia,Coefficient of variation of habitual caloric consumption distribution (real number),2017,Number,0.27
1730,37,Colombia,6.26,7768.5,Colombia,Coefficient of variation of habitual caloric consumption distribution (real number),2018,Number,0.27
1731,37,Colombia,6.26,7768.5,Colombia,Coefficient of variation of habitual caloric consumption distribution (real number),2019,Number,0.28
1732,37,Colombia,6.26,7768.5,Colombia,Coefficient of variation of habitual caloric consumption distribution (real number),2020,Number,0.31
1733,37,Colombia,6.26,7768.5,Colombia,Incidence of caloric losses at retail distribution level (percent),2016,%,3.54
1734,37,Colombia,6.26,7768.5,Colombia,Incidence of caloric losses at retail distribution level (percent),2017,%,3.54
1735,37,Colombia,6.26,7768.5,Colombia,Incidence of caloric losses at retail distribution level (percent),2018,%,3.54
1736,37,Colombia,6.26,7768.5,Colombia,Incidence of caloric losses at retail distribution level (percent),2019,%,3.54
1737,37,Colombia,6.26,7768.5,Colombia,Incidence of caloric losses at retail distribution level (percent),2020,%,3.54
1738,37,Colombia,6.26,7768.5,Colombia,Average fat supply (g/cap/day) (3-year average),2015-2017,g/capita/day,88.7
1739,37,Colombia,6.26,7768.5,Colombia,Average fat supply (g/cap/day) (3-year average),2016-2018,g/capita/day,89.3
1740,42,Poland,6.123,13214.9,Poland,Average dietary energy supply adequacy (percent) (3-year average),2015-2017,%,137
1741,42,Poland,6.123,13214.9,Poland,Average dietary energy supply adequacy (percent) (3-year average),2016-2018,%,139
1742,42,Poland,6.123,13214.9,Poland,Average dietary energy supply adequacy (percent) (3-year average),2017-2019,%,141
1743,42,Poland,6.123,13214.9,Poland,Average dietary energy supply adequacy (percent) (3-year average),2018-2020,%,142
1744,42,Poland,6.123,13214.9,Poland,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015-2017,I$ per person,326
1745,42,Poland,6.123,13214.9,Poland,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016-2018,I$ per person,169
1746,42,Poland,6.123,13214.9,Poland,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2015-2017,kcal/capita/day,3442
1747,42,Poland,6.123,13214.9,Poland,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2016-2018,kcal/capita/day,3497
1748,42,Poland,6.123,13214.9,Poland,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2017-2019,kcal/capita/day,3532
1749,42,Poland,6.123,13214.9,Poland,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),2018-2020,kcal/capita/day,3552
1750,42,Poland,6.123,13214.9,Poland,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2015-2017,%,38
1751,42,Poland,6.123,13214.9,Poland,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2016-2018,%,37
1752,42,Poland,6.123,13214.9,Poland,Average protein supply (g/cap/day) (3-year average),2015-2017,g/capita/day,102.7
1753,42,Poland,6.123,13214.9,Poland,Average protein supply (g/cap/day) (3-year average),2016-2018,g/capita/day,104.3
1754,42,Poland,6.123,13214.9,Poland,Average supply of protein of animal origin (g/cap/day) (3-year average),2015-2017,g/capita/day,56
1755,42,Poland,6.123,13214.9,Poland,Average supply of protein of animal origin (g/cap/day) (3-year average),2016-2018,g/capita/day,57
1756,42,Poland,6.123,13214.9,Poland,Rail lines density (total route in km per 100 square km of land area),2016,per 100 square km of land area,5.9
1757,42,Poland,6.123,13214.9,Poland,Rail lines density (total route in km per 100 square km of land area),2017,per 100 square km of land area,5.9
1758,42,Poland,6.123,13214.9,Poland,Rail lines density (total route in km per 100 square km of land area),2018,per 100 square km of land area,5.9
1759,42,Poland,6.123,13214.9,Poland,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,28682.7
1760,42,Poland,6.123,13214.9,Poland,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,30064.5
1761,42,Poland,6.123,13214.9,Poland,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,31674.1
1762,42,Poland,6.123,13214.9,Poland,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2019,I$,33120.5
1763,42,Poland,6.123,13214.9,Poland,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2020,I$,32238.2
1764,42,Poland,6.123,13214.9,Poland,Prevalence of undernourishment (percent) (3-year average),2015-2017,%,<2.5
1765,42,Poland,6.123,13214.9,Poland,Prevalence of undernourishment (percent) (3-year average),2016-2018,%,<2.5
1766,42,Poland,6.123,13214.9,Poland,Prevalence of undernourishment (percent) (3-year average),2017-2019,%,<2.5
1767,42,Poland,6.123,13214.9,Poland,Prevalence of undernourishment (percent) (3-year average),2018-2020,%,<2.5
1768,42,Poland,6.123,13214.9,Poland,Number of people undernourished (million) (3-year average),2015-2017,millions,
1769,42,Poland,6.123,13214.9,Poland,Number of people undernourished (million) (3-year average),2016-2018,millions,
1770,42,Poland,6.123,13214.9,Poland,Number of people undernourished (million) (3-year average),2017-2019,millions,
1771,42,Poland,6.123,13214.9,Poland,Number of people undernourished (million) (3-year average),2018-2020,millions,
1772,42,Poland,6.123,13214.9,Poland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015-2017,%,1.2
1773,42,Poland,6.123,13214.9,Poland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016-2018,%,0.7
1774,42,Poland,6.123,13214.9,Poland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017-2019,%,0.5
1775,42,Poland,6.123,13214.9,Poland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018-2020,%,<0.5
1776,42,Poland,6.123,13214.9,Poland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015-2017,%,6.3
1777,42,Poland,6.123,13214.9,Poland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016-2018,%,5.3
1778,42,Poland,6.123,13214.9,Poland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017-2019,%,4.3
1779,42,Poland,6.123,13214.9,Poland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018-2020,%,5.8
1780,42,Poland,6.123,13214.9,Poland,Number of severely food insecure people (million) (3-year average),2015-2017,millions,0.4
1781,42,Poland,6.123,13214.9,Poland,Number of severely food insecure people (million) (3-year average),2016-2018,millions,0.3
1782,42,Poland,6.123,13214.9,Poland,Number of severely food insecure people (million) (3-year average),2017-2019,millions,0.2
1783,42,Poland,6.123,13214.9,Poland,Number of severely food insecure people (million) (3-year average),2018-2020,millions,0.2
1784,42,Poland,6.123,13214.9,Poland,Number of moderately or severely food insecure people (million) (3-year average),2015-2017,millions,2.4
1785,42,Poland,6.123,13214.9,Poland,Number of moderately or severely food insecure people (million) (3-year average),2016-2018,millions,2
1786,42,Poland,6.123,13214.9,Poland,Number of moderately or severely food insecure people (million) (3-year average),2017-2019,millions,1.6
1787,42,Poland,6.123,13214.9,Poland,Number of moderately or severely food insecure people (million) (3-year average),2018-2020,millions,2.2
1788,42,Poland,6.123,13214.9,Poland,Cereal import dependency ratio (percent) (3-year average),2015-2017,%,-18.1
1789,42,Poland,6.123,13214.9,Poland,Cereal import dependency ratio (percent) (3-year average),2016-2018,%,-15.1
1790,42,Poland,6.123,13214.9,Poland,Percent of arable land equipped for irrigation (percent) (3-year average),2015-2017,%,2.3
1791,42,Poland,6.123,13214.9,Poland,Percent of arable land equipped for irrigation (percent) (3-year average),2016-2018,%,2.5
1792,42,Poland,6.123,13214.9,Poland,Value of food imports in total merchandise exports (percent) (3-year average),2015-2017,%,6
1793,42,Poland,6.123,13214.9,Poland,Value of food imports in total merchandise exports (percent) (3-year average),2016-2018,%,6
1794,42,Poland,6.123,13214.9,Poland,Value of food imports in total merchandise exports (percent) (3-year average),2017-2019,%,6
1795,42,Poland,6.123,13214.9,Poland,Political stability and absence of violence/terrorism (index),2016,index,0.51
1796,42,Poland,6.123,13214.9,Poland,Political stability and absence of violence/terrorism (index),2017,index,0.52
1797,42,Poland,6.123,13214.9,Poland,Political stability and absence of violence/terrorism (index),2018,index,0.5
1798,42,Poland,6.123,13214.9,Poland,Political stability and absence of violence/terrorism (index),2019,index,0.52
1799,42,Poland,6.123,13214.9,Poland,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,14.6
1800,42,Poland,6.123,13214.9,Poland,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2017,1000 I$,13.8
1801,42,Poland,6.123,13214.9,Poland,Per capita food supply variability (kcal/cap/day),2016,kcal/capita/day,50
1802,42,Poland,6.123,13214.9,Poland,Per capita food supply variability (kcal/cap/day),2017,kcal/capita/day,46
1803,42,Poland,6.123,13214.9,Poland,Per capita food supply variability (kcal/cap/day),2018,kcal/capita/day,43
1804,42,Poland,6.123,13214.9,Poland,Per capita food supply variability (kcal/cap/day),2019,kcal/capita/day,42
